id,user,uid,version,changeset,timestamp 
39911576,Kai Adam,5259280,2,49674455,2017-06-19T18:56:41Z
39911580,mahau,160164,3,16346626,2013-05-30T05:02:56Z
39911589,ARUNA Sokchea,140883,2,12169921,2012-07-10T08:14:57Z
39911591,ARUNA_Paul,120284,1,2321326,2009-08-31T18:24:45Z
39911594,Lothh,605727,3,11974848,2012-06-22T05:28:28Z
39911598,rusliaziz,416545,4,7604709,2011-03-19T13:12:42Z
39911608,mahau,160164,5,14422895,2012-12-27T09:41:02Z
39911610,OSMF Redaction Account,722137,4,12386663,2012-07-20T18:19:39Z
39911614,mahau,160164,2,11361066,2012-04-20T07:38:12Z
39911617,RichardLow,1595116,4,16844013,2013-07-06T07:59:26Z
39911624,kucai,536853,5,17422042,2013-08-20T07:18:27Z
39911630,feiming,195668,2,9262237,2011-09-10T13:54:30Z
39911635,dinastik,1927974,5,41059461,2016-07-27T10:40:46Z
39911640,chdr,165869,3,16989933,2013-07-17T17:24:33Z
39911644,Cicerone,150368,2,4290091,2010-03-31T22:41:59Z
39911654,RunRunShow,3553413,3,37478682,2016-02-27T10:47:56Z
39911663,gvmsia,546475,4,10005228,2011-12-01T05:33:20Z
39911675,chdr,165869,3,16932923,2013-07-13T04:10:37Z
39911687,kucai,536853,2,19550246,2013-12-20T13:56:34Z
39911693,mahau,160164,3,10555703,2012-02-01T03:47:38Z
39911703,woodpeck_repair,145231,5,35956501,2015-12-14T23:05:31Z
39911707,woodpeck_repair,145231,5,35956501,2015-12-14T23:05:31Z
39911715,kucai,536853,3,20137914,2014-01-22T09:34:17Z
39911720,ARUNA_Paul,120284,1,2321326,2009-08-31T18:27:30Z
39911730,ARUNA_Paul,120284,1,2321326,2009-08-31T18:27:48Z
39911734,ARUNA_Paul,120284,1,2321326,2009-08-31T18:27:56Z
39911739,RunRunShow,3553413,10,50150517,2017-07-09T11:27:41Z
39911746,ARUNA_Paul,120284,1,2321326,2009-08-31T18:28:08Z
39911804,feiming,195668,3,9262237,2011-09-10T13:54:37Z
39911812,kucai,536853,5,14184428,2012-12-07T07:56:41Z
39911824,chdr,165869,4,16956391,2013-07-15T03:19:03Z
39911831,ARUNA_Paul,120284,1,2321326,2009-08-31T18:28:57Z
39911881,RunRunShow,3553413,12,50150517,2017-07-09T11:27:41Z
39911895,ARUNA Sokchea,140883,4,12157397,2012-07-09T04:39:26Z
39911897,jackylko,4183270,2,40634069,2016-07-10T16:52:02Z
39911899,cwjheng21,2595766,3,29238167,2015-03-04T07:53:07Z
39911906,chdr,165869,3,17004162,2013-07-18T19:55:54Z
39911934,ARUNA_Paul,120284,1,2321326,2009-08-31T18:29:48Z
39911959,ARUNA Sokchea,140883,4,12168455,2012-07-10T03:28:37Z
39911961,chdr,165869,2,16968745,2013-07-15T22:41:05Z
39911964,ARUNA_Paul,120284,1,2321326,2009-08-31T18:30:03Z
39911966,kucai,536853,5,24402822,2014-07-28T13:59:56Z
39911969,nghj,1221311,4,47857237,2017-04-17T06:17:56Z
39911973,Kai Adam,5259280,4,49182599,2017-06-02T03:33:01Z
39911985,Rajoo,413552,3,10055239,2011-12-07T06:06:10Z
39911990,woodpeck_repair,145231,8,35956501,2015-12-14T23:05:25Z
39911992,Lee S,2940103,2,33518500,2015-08-23T07:15:45Z
39911995,ARUNA Sokchea,140883,3,12116311,2012-07-05T02:57:25Z
39911998,kucai,536853,4,14184428,2012-12-07T07:56:43Z
39912011,ARUNA Sokchea,140883,5,12157397,2012-07-09T04:39:26Z
39912029,ARUNA Sokchea,140883,3,12157397,2012-07-09T04:17:06Z
39912034,Kai Adam,5259280,4,49877640,2017-06-28T03:16:11Z
39912038,woodpeck_repair,145231,6,35956501,2015-12-14T23:05:25Z
39912040,samden,427807,3,13367705,2012-10-05T00:24:31Z
39912042,mahau,160164,2,11361066,2012-04-20T07:38:16Z
39912044,ARUNA_Paul,120284,1,2321326,2009-08-31T18:31:48Z
39912055,mahau,160164,3,14025603,2012-11-25T10:16:54Z
39912127,ARUNA_Paul,120284,1,2321326,2009-08-31T18:32:05Z
39912144,kucai,536853,5,24444980,2014-07-30T15:00:20Z
39912146,kucai,536853,5,14314626,2012-12-18T05:08:00Z
39912166,kucai,536853,5,14314626,2012-12-18T05:07:55Z
39912179,chdr,165869,7,16938941,2013-07-13T16:42:09Z
39912189,Kai Adam,5259280,7,49725206,2017-06-21T16:33:44Z
39912193,woodpeck_repair,145231,6,35956501,2015-12-14T23:05:15Z
39912223,mahau,160164,2,11361066,2012-04-20T07:38:02Z
39912226,mahau,160164,2,11362040,2012-04-20T09:44:49Z
39912229,gvmsia,546475,3,9974283,2011-11-28T04:22:00Z
39912234,Lothh,605727,2,12096969,2012-07-03T08:06:07Z
39912240,kucai,536853,3,13103041,2012-09-14T05:05:27Z
39912245,Kai Adam,5259280,5,49755992,2017-06-22T20:04:02Z
39912251,Rajoo,413552,4,15358957,2013-03-14T06:22:42Z
39912254,mahau,160164,3,11361066,2012-04-20T07:38:22Z
39912258,kucai,536853,3,13502673,2012-10-15T08:34:18Z
39912265,Kai Adam,5259280,6,50006242,2017-07-03T11:27:48Z
39912268,Tembikai,5259280,7,50268646,2017-07-13T21:27:29Z
39912271,Tembikai,5259280,10,50237239,2017-07-12T18:11:47Z
39912274,Rajoo,413552,3,15358311,2013-03-14T03:04:14Z
39912278,kucai,536853,4,14055128,2012-11-27T07:03:37Z
39912282,ARUNA_Paul,120284,1,2321326,2009-08-31T18:34:29Z
39912287,kucai,536853,3,23911527,2014-07-04T03:47:38Z
39912294,kucai,536853,2,15008847,2013-02-12T17:16:29Z
39912297,AkuAnakTimur,1407839,6,47451810,2017-04-04T18:43:39Z
39912299,kucai,536853,4,32767562,2015-07-21T03:43:11Z
39912303,gvmsia,546475,4,9998807,2011-11-30T13:24:58Z
39912306,kucai,536853,6,20576199,2014-02-15T13:43:47Z
39912311,Lothh,605727,2,11975540,2012-06-22T09:00:01Z
39912318,kucai,536853,2,15769763,2013-04-18T06:42:33Z
39912331,kucai,536853,6,14055128,2012-11-27T07:03:37Z
39912336,kucai,536853,2,13104214,2012-09-14T08:06:53Z
39912339,lybdh,1805695,3,25319270,2014-09-09T02:12:52Z
39912387,kucai,536853,3,15712381,2013-04-13T12:54:07Z
39912398,ARUNA_Paul,120284,1,2321326,2009-08-31T18:36:33Z
39912400,ARUNA_Paul,120284,1,2321326,2009-08-31T18:36:37Z
39912406,kucai,536853,3,23329975,2014-06-30T09:54:42Z
39912413,kucai,536853,2,13103041,2012-09-14T05:05:30Z
39912418,woodpeck_repair,145231,3,35956501,2015-12-14T23:05:08Z
39912424,RunRunShow,3553413,4,50149601,2017-07-09T10:37:50Z
39912430,klcaaron,2296025,7,28623365,2015-02-05T03:35:19Z
39912434,kucai,536853,7,27474197,2014-12-15T04:57:36Z
39912436,chdr,165869,3,11345063,2012-04-18T15:03:04Z
39912438,ARUNA_Paul,120284,1,2321326,2009-08-31T18:37:34Z
39912442,kucai,536853,4,17817768,2013-09-13T13:42:09Z
39912459,ARUNA_Paul,120284,1,2321326,2009-08-31T18:37:43Z
39912467,lybdh,1805695,2,25319270,2014-09-09T02:30:55Z
39912469,samden,427807,4,13190187,2012-09-21T01:12:23Z
39912472,feiming,195668,2,4282196,2010-03-31T02:50:29Z
39912475,RichardLow,1595116,5,16844013,2013-07-06T07:29:01Z
39912487,ARUNA_Paul,120284,1,2321326,2009-08-31T18:38:23Z
39912517,ARUNA Sokchea,140883,3,12096875,2012-07-03T08:25:10Z
39912527,ARUNA_Paul,120284,1,2321326,2009-08-31T18:38:34Z
39912530,gvmsia,546475,2,12185871,2012-07-11T13:16:35Z
39912535,kucai,536853,3,11555309,2012-05-10T05:13:14Z
39912561,Cicerone,150368,3,5020170,2010-06-18T22:48:10Z
39912566,kucai,536853,4,15760724,2013-04-17T10:38:42Z
39912568,mahau,160164,2,21619656,2014-04-11T04:50:41Z
39912578,ARUNA Sokchea,140883,4,12157397,2012-07-09T04:39:27Z
39912590,gvmsia,546475,4,10144955,2011-12-18T10:25:15Z
39912644,kucai,536853,4,18577870,2013-10-28T03:07:42Z
39912661,kucai,536853,4,20576199,2014-02-15T13:43:44Z
39912664,kucai,536853,4,20137914,2014-01-22T09:34:13Z
39912670,Tembikai,5259280,7,50811854,2017-08-03T15:06:08Z
39912673,mazhzr,1642971,13,47832747,2017-04-16T08:40:50Z
39912675,ARUNA_Paul,120284,1,2321326,2009-08-31T18:41:48Z
39912678,robgeb,336460,3,8783096,2011-07-20T21:01:25Z
39912685,chdr,165869,4,17004162,2013-07-18T20:19:53Z
39912695,mahau,160164,6,15915722,2013-04-30T02:34:26Z
39912698,ARUNA_Paul,120284,1,2321326,2009-08-31T18:42:21Z
39912700,kucai,536853,3,22822920,2014-06-09T06:01:07Z
39912704,ARUNA_Paul,120284,1,2321326,2009-08-31T18:42:29Z
39912706,ARUNA Sokchea,140883,2,12116311,2012-07-05T03:22:33Z
39912721,chdr,165869,3,16956391,2013-07-15T03:19:01Z
39912725,chdr,165869,3,17006359,2013-07-19T00:09:29Z
39912753,samden,427807,2,13781492,2012-11-07T05:42:32Z
39912838,mahau,160164,4,11295456,2012-04-14T07:31:45Z
39912849,Cicerone,150368,3,5078861,2010-06-26T07:28:21Z
39912863,samden,427807,3,13202824,2012-09-22T01:39:59Z
39912871,chdr,165869,4,16938941,2013-07-13T17:10:34Z
39912876,kucai,536853,3,14104020,2012-11-30T20:56:37Z
39912896,kucai,536853,3,18513376,2013-10-24T04:29:07Z
39912899,chdr,165869,6,17004162,2013-07-18T19:55:53Z
39912902,mahau,160164,3,12901051,2012-08-29T06:29:20Z
39912910,kucai,536853,2,15760724,2013-04-17T09:59:48Z
39912913,ARUNA_Paul,120284,1,2321326,2009-08-31T18:44:06Z
39912915,Cicerone,150368,2,5153571,2010-07-06T20:22:22Z
39912921,Cicerone,150368,2,5020170,2010-06-18T22:47:52Z
39912929,mahau,160164,3,11125692,2012-03-28T11:00:32Z
39912935,chdr,165869,3,16968745,2013-07-15T23:03:17Z
39912948,ARUNA_Paul,120284,1,2321326,2009-08-31T18:44:54Z
39912959,Cicerone,150368,4,4247650,2010-03-27T15:43:50Z
39912986,feiming,195668,2,4274541,2010-03-30T08:56:55Z
39912990,ARUNA_Paul,120284,1,2321326,2009-08-31T18:45:37Z
39912992,kucai,536853,3,48078225,2017-04-24T04:33:37Z
39912994,OSMF Redaction Account,722137,4,12386663,2012-07-20T18:19:40Z
39912997,mahau,160164,2,13707140,2012-11-01T05:44:00Z
39913011,Cicerone,150368,2,5020170,2010-06-18T22:47:28Z
39913015,RunRunShow,3553413,3,37325854,2016-02-20T10:39:51Z
39913020,Kai Adam,5259280,6,49750537,2017-06-22T16:07:53Z
39913024,ARUNA_Paul,120284,1,2321326,2009-08-31T18:46:10Z
39913028,chdr,165869,4,11345063,2012-04-18T15:02:45Z
39913030,ARUNA Sokchea,140883,4,12157397,2012-07-09T03:31:24Z
39913033,ARUNA_Paul,120284,1,2321326,2009-08-31T18:46:32Z
39913035,kucai,536853,3,12463545,2012-07-24T10:39:36Z
39913039,Kai Adam,5259280,3,46468610,2017-02-28T14:06:10Z
39913042,RichRico,2219338,7,38567642,2016-04-14T20:07:12Z
39913049,kucai,536853,4,40281554,2016-06-25T13:07:11Z
39913051,Cicerone,150368,2,4290091,2010-03-31T22:42:24Z
39913057,feiming,195668,2,4282456,2010-03-31T04:46:10Z
39913073,dannykath,2226712,2,43135620,2016-10-24T19:31:16Z
39913076,ARUNA_Paul,120284,1,2321326,2009-08-31T18:47:28Z
39913085,Lothh,605727,3,11975540,2012-06-22T09:24:17Z
39913112,chdr,165869,3,16938941,2013-07-13T16:42:11Z
39913128,gvmsia,546475,3,10348067,2012-01-10T05:32:24Z
39913143,kucai,536853,3,18513376,2013-10-24T04:29:12Z
39913152,Lothh,605727,3,12158711,2012-07-09T09:09:06Z
39913156,chdr,165869,3,17004162,2013-07-18T20:19:54Z
39913159,chdr,165869,3,16956391,2013-07-15T03:19:07Z
39913162,mahau,160164,4,16346626,2013-05-30T05:02:47Z
39913164,Kai Adam,5259280,4,46453277,2017-02-27T22:16:33Z
39913168,chdr,165869,3,17004162,2013-07-18T19:55:54Z
39913172,kucai,536853,3,15769763,2013-04-18T06:42:36Z
39913181,feiming,195668,2,9392931,2011-09-25T14:22:47Z
39913196,ARUNA_Paul,120284,1,2321326,2009-08-31T18:49:32Z
39913204,Kai Adam,5259280,4,46447952,2017-02-27T18:02:10Z
39913207,kucai,536853,9,22822920,2014-06-09T06:01:03Z
39913213,Kai Adam,5259280,2,50108440,2017-07-07T13:06:56Z
39913215,chdr,165869,3,17004162,2013-07-18T20:08:11Z
39913217,chdr,165869,4,16938941,2013-07-13T16:42:11Z
39913220,lybdh,1805695,2,41632860,2016-08-23T08:58:22Z
39913246,RichardLow,1595116,4,16844013,2013-07-06T07:59:28Z
39913258,kucai,536853,3,15008847,2013-02-12T17:16:20Z
39913304,chdr,165869,2,16968745,2013-07-15T22:41:08Z
39913307,rene78,257555,4,45246132,2017-01-17T15:53:57Z
39913309,vincenttan89,1095967,4,14088365,2012-11-29T16:29:13Z
39913321,ARUNA_Paul,120284,1,2321326,2009-08-31T18:50:44Z
39913324,ivss_xx,1715587,9,34730239,2015-10-19T11:48:00Z
39913326,ARUNA Sokchea,140883,2,12157397,2012-07-09T03:14:29Z
39913336,ARUNA_Paul,120284,1,2321326,2009-08-31T18:50:55Z
39913342,feiming,195668,2,4275017,2010-03-30T09:58:13Z
39913345,chdr,165869,2,11323076,2012-04-16T15:21:15Z
39913348,rene78,257555,3,46594637,2017-03-05T12:21:20Z
39913352,nmtx,2346946,7,25542782,2014-09-19T14:20:13Z
39913355,AkuAnakTimur,1407839,4,42700274,2016-10-07T03:16:25Z
39913360,RichRico,2219338,3,44357829,2016-12-12T20:52:33Z
39913367,chdr,165869,3,11345063,2012-04-18T15:02:57Z
39913385,kucai,536853,4,32767562,2015-07-21T03:43:12Z
39913391,Lothh,605727,2,12006598,2012-06-25T02:25:53Z
39913396,kucai,536853,3,15158403,2013-02-25T08:35:28Z
39913402,RichardLow,1595116,2,16844013,2013-07-06T07:59:28Z
39913407,chdr,165869,2,16981876,2013-07-17T02:27:57Z
39913410,Lothh,605727,3,11975540,2012-06-22T07:40:03Z
39913416,Lothh,605727,5,12018455,2012-06-26T04:56:03Z
39913418,chdr,165869,3,16938941,2013-07-13T17:10:36Z
39913424,kucai,536853,4,14055128,2012-11-27T07:04:13Z
39913431,Moovit Team,1190212,2,20730665,2014-02-23T12:06:48Z
39913437,ARUNA_Paul,120284,1,2321326,2009-08-31T18:52:26Z
39913441,kucai,536853,4,33088101,2015-08-04T06:00:28Z
39913451,ARUNA_Paul,120284,1,2321326,2009-08-31T18:52:35Z
39913456,Kai Adam,5259280,9,50209374,2017-07-11T18:37:10Z
39913459,chdr,165869,3,16991122,2013-07-17T19:07:31Z
39913478,Kai Adam,5259280,5,50215093,2017-07-11T23:26:53Z
39913486,feiming,195668,3,9262237,2011-09-10T13:54:31Z
39913493,kucai,536853,4,15147509,2013-02-24T12:37:57Z
39913505,Lothh,605727,3,12169765,2012-07-10T07:36:25Z
39913509,chdr,165869,5,17004162,2013-07-18T19:55:52Z
39913513,Lothh,605727,2,12095754,2012-07-03T04:05:15Z
39913516,zearth,479844,2,8785348,2011-07-21T08:34:26Z
39913527,Lothh,605727,2,12006598,2012-06-25T02:25:45Z
39913542,Kai Adam,5259280,6,50177508,2017-07-10T14:06:17Z
39913546,mahau,160164,4,11401616,2012-04-24T05:33:23Z
39913548,feiming,195668,2,4275017,2010-03-30T09:59:25Z
39913552,Tembikai,5259280,13,50279802,2017-07-14T10:47:18Z
39913556,Lothh,605727,3,11974848,2012-06-22T05:28:27Z
39913571,jgjg,6370500,4,50543781,2017-07-25T02:33:23Z
39913586,Kai Adam,5259280,4,48727967,2017-05-16T11:05:24Z
39913589,Lothh,605727,2,12096969,2012-07-03T09:57:25Z
39913642,kucai,536853,5,26415290,2014-10-29T15:51:37Z
39913662,mahau,160164,5,12901051,2012-08-29T06:29:25Z
39913681,mahau,160164,3,11370526,2012-04-21T05:38:07Z
39913718,Kai Adam,5259280,5,47066391,2017-03-22T12:08:41Z
39913765,ARUNA_Paul,120284,1,2321326,2009-08-31T18:54:59Z
39913799,Cicerone,150368,2,5158044,2010-07-07T12:03:44Z
39913805,Cicerone,150368,2,5153571,2010-07-06T20:22:30Z
39913826,feiming,195668,2,9392931,2011-09-25T14:22:57Z
39913829,Cicerone,150368,2,5020170,2010-06-18T22:47:50Z
39913831,samden,427807,3,14655935,2013-01-15T01:46:36Z
39913864,feiming,195668,2,4274541,2010-03-30T08:57:47Z
39913907,kucai,536853,2,15769763,2013-04-18T06:42:32Z
39913947,Kai Adam,5259280,10,49290674,2017-06-05T23:51:33Z
39913967,ARUNA_Paul,120284,1,2321326,2009-08-31T18:55:57Z
39914007,ARUNA_Paul,120284,1,2321326,2009-08-31T18:56:08Z
39914026,ARUNA_Paul,120284,1,2321326,2009-08-31T18:56:15Z
39914054,Moovit Team,1190212,4,20731275,2014-02-23T12:52:56Z
39914067,Kai Adam,5259280,7,49877640,2017-06-28T03:15:56Z
39914077,kucai,536853,2,15821881,2013-04-22T09:37:18Z
39914098,kucai,536853,5,32641799,2015-07-15T02:40:46Z
39914111,kucai,536853,5,26415290,2014-10-29T15:51:45Z
39914164,Lothh,605727,4,12017982,2012-06-26T01:58:41Z
39914181,ARUNA Sokchea,140883,5,12116311,2012-07-05T03:22:33Z
39914194,kucai,536853,3,15760724,2013-04-17T09:59:46Z
39914216,mahau,160164,2,10438083,2012-01-19T14:55:58Z
39914234,Lothh,605727,3,12006598,2012-06-25T02:25:48Z
39914276,kucai,536853,2,14351550,2012-12-21T08:14:11Z
39914323,ARUNA_Paul,120284,1,2321326,2009-08-31T18:57:23Z
39914358,kucai,536853,3,26415290,2014-10-29T15:51:45Z
39914361,lybdh,1805695,3,25319270,2014-09-09T02:30:59Z
39914390,mahau,160164,5,11123061,2012-03-28T05:10:45Z
39914407,kucai,536853,3,24402822,2014-07-28T13:59:56Z
39914421,gvmsia,546475,2,9984758,2011-11-29T08:30:13Z
39914439,ARUNA Sokchea,140883,5,12106236,2012-07-04T04:52:15Z
39914472,kucai,536853,3,32641799,2015-07-15T02:40:46Z
39914477,chdr,165869,3,16938941,2013-07-13T16:42:10Z
39914482,ARUNA_Paul,120284,1,2321326,2009-08-31T18:58:08Z
39914504,RunRunShow,3553413,5,37329852,2016-02-20T14:49:05Z
39914517,kucai,536853,2,15821881,2013-04-22T09:37:18Z
39914526,ARUNA Sokchea,140883,3,12096875,2012-07-03T08:41:40Z
39914528,ARUNA_Paul,120284,1,2321326,2009-08-31T18:58:27Z
39914531,ARUNA_Paul,120284,1,2321326,2009-08-31T18:58:31Z
39914533,ARUNA_Paul,120284,1,2321326,2009-08-31T18:58:34Z
39914536,mahau,160164,2,11362040,2012-04-20T09:44:44Z
39914539,ARUNA_Paul,120284,1,2321326,2009-08-31T18:58:45Z
39914541,Lothh,605727,2,12158711,2012-07-09T07:55:31Z
39914545,kucai,536853,5,32767562,2015-07-21T03:43:04Z
39914547,kucai,536853,4,20137914,2014-01-22T09:34:14Z
39914549,ARUNA Sokchea,140883,4,12116311,2012-07-05T02:57:25Z
39914557,Cicerone,150368,2,5078861,2010-06-26T07:28:17Z
39914562,ARUNA_Paul,120284,1,2321326,2009-08-31T18:59:09Z
39914571,mahau,160164,4,16346626,2013-05-30T05:02:47Z
39914574,Lothh,605727,2,12053485,2012-06-29T07:14:37Z
39914581,kucai,536853,3,18577870,2013-10-28T03:07:44Z
39914583,rene78,257555,4,37801762,2016-03-13T15:13:47Z
39914585,Kai Adam,5259280,6,49936396,2017-06-30T06:51:36Z
39914588,kucai,536853,5,14055128,2012-11-27T07:03:55Z
39914608,ARUNA_Paul,120284,1,2321326,2009-08-31T18:59:49Z
39914618,Rajoo,413552,3,15499291,2013-03-26T05:56:50Z
39914625,kucai,536853,5,17633323,2013-09-02T11:33:53Z
39914645,ARUNA_Paul,120284,1,2321326,2009-08-31T19:00:06Z
39914648,Lothh,605727,4,12052663,2012-06-29T03:32:40Z
39914650,ARUNA_Paul,120284,1,2321326,2009-08-31T19:00:14Z
39914654,kucai,536853,4,16537389,2013-06-13T12:59:26Z
39914660,kucai,536853,2,10471738,2012-01-23T02:08:07Z
39914672,chdr,165869,3,16968745,2013-07-15T23:03:16Z
39914700,kucai,536853,3,15769763,2013-04-18T06:42:34Z
39914753,phileaskong,6210821,4,49764140,2017-06-23T08:05:46Z
39914810,ARUNA Sokchea,140883,2,12157397,2012-07-09T04:39:27Z
39914832,ARUNA_Paul,120284,1,2321326,2009-08-31T19:00:49Z
39914834,kucai,536853,4,14055128,2012-11-27T07:04:03Z
39914838,kucai,536853,3,32730996,2015-07-19T11:21:48Z
39914840,Lothh,605727,4,12017982,2012-06-26T01:58:42Z
39914844,dotsha,69321,3,7747108,2011-04-02T19:19:12Z
39914854,ARUNA_Paul,120284,1,2321326,2009-08-31T19:01:06Z
39914860,kucai,536853,2,15824551,2013-04-22T13:24:49Z
39914872,chdr,165869,3,17004162,2013-07-18T20:19:53Z
39914875,kucai,536853,2,15824551,2013-04-22T13:24:44Z
39914885,ARUNA_Paul,120284,1,2321326,2009-08-31T19:01:25Z
39914888,kucai,536853,3,14184428,2012-12-07T07:56:39Z
39914891,gvmsia,546475,3,10187534,2011-12-23T15:25:17Z
39914894,ARUNA_Paul,120284,1,2321326,2009-08-31T19:01:41Z
39914905,kucai,536853,2,16734730,2013-06-28T04:24:45Z
39914908,ARUNA_Paul,120284,1,2321326,2009-08-31T19:01:53Z
39914915,ARUNA_Paul,120284,1,2321326,2009-08-31T19:01:59Z
39914920,kucai,536853,7,39087978,2016-05-04T06:25:45Z
39914922,kucai,536853,5,17633323,2013-09-02T11:27:25Z
39914925,kucai,536853,2,13502673,2012-10-15T08:34:11Z
39914928,Kai Adam,5259280,6,49944816,2017-06-30T13:55:24Z
39914932,mahau,160164,4,15915722,2013-04-30T02:34:27Z
39914935,gvmsia,546475,2,9730934,2011-11-03T15:37:01Z
39914940,kucai,536853,2,18577870,2013-10-28T03:07:45Z
39914954,rene78,257555,10,45302192,2017-01-19T16:44:27Z
39914957,Lothh,605727,3,12085287,2012-07-02T10:01:03Z
39914960,kucai,536853,5,14055128,2012-11-27T07:03:30Z
39914967,chdr,165869,2,16981876,2013-07-17T02:34:12Z
39914981,mahau,160164,5,11401616,2012-04-24T05:33:16Z
39914986,Kai Adam,5259280,3,50108440,2017-07-07T13:06:56Z
39914994,Lothh,605727,2,12008031,2012-06-25T07:53:37Z
39914999,kucai,536853,5,26703717,2014-11-11T06:03:32Z
39915005,kucai,536853,3,13502673,2012-10-15T08:34:29Z
39915008,rene78,257555,2,12153521,2012-07-08T18:36:05Z
39915012,Kai Adam,5259280,6,49936396,2017-06-30T06:51:39Z
39915015,ARUNA Sokchea,140883,2,12157397,2012-07-09T03:27:15Z
39915022,kucai,536853,4,14055128,2012-11-27T07:03:54Z
39915029,chdr,165869,3,16968745,2013-07-15T23:03:17Z
39915033,rene78,257555,5,45260248,2017-01-18T03:02:32Z
39915041,mahau,160164,2,11362040,2012-04-20T09:44:52Z
39915083,ARUNA_Paul,120284,1,2321326,2009-08-31T19:04:39Z
39915117,Tembikai,5259280,11,50268646,2017-07-13T21:27:36Z
39915160,samden,427807,4,13781069,2012-11-07T02:47:50Z
39915166,feiming,195668,3,9392931,2011-09-25T14:22:56Z
39915169,kucai,536853,3,16537389,2013-06-13T12:59:29Z
39915173,ARUNA_Paul,120284,1,2321326,2009-08-31T19:05:08Z
39915210,feiming,195668,2,9392931,2011-09-25T14:22:41Z
39915212,gvmsia,546475,6,13588784,2012-10-22T07:00:21Z
39915214,mahau,160164,4,23745646,2014-07-03T02:46:04Z
39915220,kucai,536853,4,14055128,2012-11-27T07:03:35Z
39915224,kucai,536853,3,13104214,2012-09-14T08:06:33Z
39915240,ARUNA_Paul,120284,1,2321326,2009-08-31T19:05:51Z
39915243,kucai,536853,2,16694526,2013-06-25T06:33:10Z
39915246,kucai,536853,5,21357882,2014-03-28T05:10:53Z
39915249,mahau,160164,2,11125692,2012-03-28T11:00:33Z
39915251,Kai Adam,5259280,9,49967087,2017-07-01T15:11:01Z
39915255,phileaskong,6210821,5,49764140,2017-06-23T08:05:46Z
39915261,kucai,536853,3,14668717,2013-01-16T05:39:53Z
39915264,kucai,536853,3,18513376,2013-10-24T04:29:17Z
39915268,Lothh,605727,3,11975540,2012-06-22T07:40:03Z
39915271,mahau,160164,3,10736990,2012-02-20T03:14:51Z
39915278,kucai,536853,3,14044096,2012-11-26T12:27:55Z
39915282,kucai,536853,3,39087978,2016-05-04T06:25:43Z
39915287,ARUNA_Paul,120284,1,2321326,2009-08-31T19:07:15Z
39915299,kucai,536853,6,32767562,2015-07-21T03:43:10Z
39915302,kucai,536853,13,18513376,2013-10-24T04:29:04Z
39915304,ARUNA_Paul,120284,1,2321326,2009-08-31T19:07:38Z
39915307,ARUNA_Paul,120284,1,2321326,2009-08-31T19:07:42Z
39915312,feiming,195668,2,4275017,2010-03-30T09:58:40Z
39915321,Cicerone,150368,2,5078861,2010-06-26T07:27:51Z
39915347,kucai,536853,3,15760724,2013-04-17T10:38:45Z
39915360,Kai Adam,5259280,5,49708615,2017-06-21T02:13:36Z
39915365,gvmsia,546475,2,9989326,2011-11-29T16:50:54Z
39915370,chdr,165869,2,16956391,2013-07-15T03:19:09Z
39915372,kucai,536853,4,13502673,2012-10-15T08:34:15Z
39915374,TA777,2232183,3,26490802,2014-11-01T20:50:03Z
39915376,chdr,165869,3,16968745,2013-07-15T23:03:19Z
39915380,mahau,160164,3,15915722,2013-04-30T02:34:35Z
39915387,kucai,536853,3,32767562,2015-07-21T03:43:11Z
39915395,Lothh,605727,2,12096969,2012-07-03T09:00:51Z
39915398,ARUNA_Paul,120284,1,2321326,2009-08-31T19:09:39Z
39915402,gvmsia,546475,2,9975174,2011-11-28T08:44:15Z
39915410,ARUNA_Paul,120284,1,2321326,2009-08-31T19:09:47Z
39915413,ARUNA Sokchea,140883,3,12169921,2012-07-10T07:15:27Z
39915433,chdr,165869,3,16991122,2013-07-17T19:07:32Z
39915436,Kai Adam,5259280,8,46403124,2017-02-25T21:04:42Z
39915440,kucai,536853,3,15158403,2013-02-25T08:35:45Z
39915446,feiming,195668,2,6390164,2010-11-17T05:06:00Z
39915460,ARUNA Sokchea,140883,3,12157397,2012-07-09T03:50:19Z
39915492,mahau,160164,4,11362040,2012-04-20T09:44:55Z
39915620,kucai,536853,2,22822920,2014-06-09T06:01:05Z
39915630,Kai Adam,5259280,4,46501445,2017-03-01T18:47:32Z
39915634,Cicerone,150368,2,5153571,2010-07-06T20:22:29Z
39915638,Kai Adam,5259280,14,49182599,2017-06-02T03:32:56Z
39915659,maideii,360827,4,12018027,2012-06-26T02:20:24Z
39915664,Lothh,605727,2,12095754,2012-07-03T03:00:57Z
39915668,rene78,257555,7,28288904,2015-01-20T17:56:52Z
39915671,chdr,165869,3,16938941,2013-07-13T16:55:08Z
39915673,RichardLow,1595116,5,16844013,2013-07-06T07:20:53Z
39915678,ARUNA_Paul,120284,1,2321326,2009-08-31T19:12:07Z
39915688,kucai,536853,3,19779095,2014-01-03T01:42:40Z
39915691,ARUNA Sokchea,140883,4,12157397,2012-07-09T03:27:15Z
39915702,mahau,160164,6,23751411,2014-07-03T03:15:10Z
39915708,Lothh,605727,2,12006598,2012-06-25T02:25:45Z
39915718,chdr,165869,4,16932923,2013-07-13T04:10:37Z
39915723,ARUNA_Paul,120284,1,2321326,2009-08-31T19:12:46Z
